id,title,company,location,description,salary_min,salary_max,contract_type,category,posted_date,apply_link,source,link_status,processed,collected_at
5501230587,DE-MW-Python-Manager-E,EY,"Coimbatore, Tamil Nadu","At EY, we’re all in to shape your future with confidence. We’ll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. FSO Full Stack Developer JD - Python. Requirements Full stack develo",,,N/A,IT Jobs,2025-11-18T08:28:54Z,https://www.adzuna.in/details/5501230587?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5500878348,Full-Stack Engineer,Evnek Technologies Pvt Ltd,"Immedihalli, Bangalore",This is a remote position. Job Title: Full-Stack Engineer (AI & Media Analytics) Experience: 5 Years Location: Remote Shift Timings: EST Shift 6.30 Pm – 4.30AM Notice Period: Immediate Joiner Only About the Project Our client is building an AI-enhanced media monitoring dashboard that aggregates insi,,,permanent,IT Jobs,2025-11-18T02:10:43Z,https://www.adzuna.in/details/5500878348?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5500819772,Senior Python Developer,Whitefield Careers,"Pune, Maharashtra",Sr. Developer Python Department: Information Technology Location – Pune Shift Timings – 4:30 PM to 1:30 AM (Mon-Fri) Job Description We’re looking for a Sr. Developer Python to drive high-impact engineering outcomes for a forward-thinking client in the Insurance & Data Science sector. You'll join a ,,,N/A,IT Jobs,2025-11-18T01:44:00Z,https://www.adzuna.in/details/5500819772?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5500643652,Full-Stack AI Systems Engineer,Weekday,India,"This role is for one of our clients Industry: Insurance Seniority level: Associate level Min Experience: 3 years Location: Remote (India) JobType: full-time ₹25,00,000 - ₹80,00,000 a year We are looking for highly capable engineers who thrive in high-ownership environments and can independently buil",,,N/A,Engineering Jobs,2025-11-17T23:35:40Z,https://www.adzuna.in/details/5500643652?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5499937794,Full Stack Engineer,Tata Consultancy Services,"Pune, Maharashtra","Dear Candidate, Greetings from TCS  TCS is hiring for Python full stack developer, please find the below JD Experience range – 6 to 10 years Location - Pune Skills Required - • Backend: Python, Django, Flask, FastAPI, Node.js • Frontend: React.js, TypeScript, JavaScript (ES6), HTML5, CSS3 • Azure Se",,,N/A,IT Jobs,2025-11-17T08:35:54Z,https://www.adzuna.in/land/ad/5499937794?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=E4EC4EB844E98554CBC55E406147C94D7120C698,Adzuna,found,False,2025-11-21T00:18:37.998731
5499241972,Associate Programmer Analyst - Python Full Stack,Boeing,India,"Associate Programmer Analyst - Python Full Stack Company: Boeing India Private Limited Overview As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter,",,,N/A,Engineering Jobs,2025-11-16T21:58:09Z,https://www.adzuna.in/details/5499241972?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5498813680,"Python Full-Stack Developer (Exp:4-5 years) , Full time",Fingertip Technologies,"Bangalore, Karnataka","We are looking for a skilled and proactive Python Full Stack Developer with 4-5 years of experience to join our dynamic team. The ideal candidate will be proficient in both front-end and back-end development, capable of building robust, scalable web applications, and eager to contribute to a collabo",,,N/A,IT Jobs,2025-11-16T10:41:41Z,https://www.adzuna.in/land/ad/5498813680?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=C887D108572E69DD13E8AF6CDCDFB562F2239D84,Adzuna,found,False,2025-11-21T00:18:37.998731
5498724118,Full Stack Developer (MERN  Python),Moveforward.ai,"Bangalore, Karnataka","Company Description Moveforward.ai is an AI-native hiring platform specializing in rapid staffing solutions for companies in the generative AI space. With a team of experienced technology experts, we offer services in design, development, testing, data science, machine learning, artificial intellige",,,N/A,IT Jobs,2025-11-16T09:16:31Z,https://www.adzuna.in/land/ad/5498724118?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=6BB39F25B2A35A93BE2E3AE258C31647F2F77840,Adzuna,found,False,2025-11-21T00:18:37.998731
5498160460,Software Engineer,Weekday AI,India,"This role is for one of the Weekday's clients Salary range: Rs 5000000 - Rs 10000000 (ie INR 50-100 LPA) Min Experience: 2 years Location: Remote (India) JobType: full-time We are seeking highly capable full-stack individual contributors who thrive in fast-paced, ownership-driven environments. The i",,,N/A,IT Jobs,2025-11-16T01:21:26Z,https://www.adzuna.in/details/5498160460?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5498156762,Python Full Stack Developer,Talent Worx,India,"ob Description: Key Responsibilities: • Design, develop, and maintain scalable and efficient Python-based backend services using Flask and/or Django . • Collaborate with frontend developers to integrate user-facing elements with server-side logic. • Build dynamic, responsive user interfaces using Re",,,N/A,IT Jobs,2025-11-16T01:21:06Z,https://www.adzuna.in/details/5498156762?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5497502312,Senior Software Engineer - Python Full Stack,Clarivate,India,"We are looking for a Full stack UI Developer to join our HIDA Technology team in Bangalore. This is an amazing opportunity to work on HIDA, a platform supporting analytics and insights in the healthcare distribution space. The team consists of 8 members and reports to the Senior Manager. We have a g",,,permanent,IT Jobs,2025-11-15T22:26:42Z,https://www.adzuna.in/details/5497502312?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5495527009,Python Full Stack Developer,Talent Worx,India,"Full Stack Developer Job Description Senior Full Stack Developer proficient in Django, Angular, and NGINX to develop scalable, high-performance web applications with modern front-end and back-end frameworks. The candidate should be good at designing, developing, and deploying enterprise-grade applic",,,N/A,IT Jobs,2025-11-14T17:11:33Z,https://www.adzuna.in/details/5495527009?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5495458627,UI Developer_Director_Workplace Engineering,Morgan Stanley,India,"Profile Description We’re seeking someone to join our team as (Director) UI Developer to join our Enterprise Search team. You will play a key role in designing and building intuitive, dynamic, and secure user interfaces that deliver exceptional experiences to thousands of enterprise users. This role",,,N/A,IT Jobs,2025-11-14T16:02:49Z,https://www.adzuna.in/details/5495458627?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5495204994,"Full Stack Developer (Python, React)",NetApp,"Bangalore, Karnataka","Job Summary The NetApp Keystone team develops cutting-edge technologies that power NetApp's pay-as-you-go subscription services, enabling customers to manage data seamlessly on-premises or in the cloud. As a software engineer in this organization, you will work on complex projects, breaking down cha",,,N/A,IT Jobs,2025-11-14T12:06:10Z,https://www.adzuna.in/land/ad/5495204994?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=092A40C3895502919427BD45D52B14816789ACC8,Adzuna,found,False,2025-11-21T00:18:37.998731
5494919297,GenAI App Developer / Engineer,HCLTech,"Chennai, Tamil Nadu","Job Title: GenAI App Developer / Full Stack Developer / Python Backend Developer / API Developer / Prompt Engineer Experience - 6Yrs to 20 Yrs Location - Chennai / Bangalore / Hyderabad / Pune / Noida. We are seeking a skilled GenAI App Developer (or Full Stack Developer, Python Backend Developer, A",,,N/A,IT Jobs,2025-11-14T06:28:40Z,https://www.adzuna.in/land/ad/5494919297?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=989F31C9C5B2AAD090FD9A27CE265DC7357ED1B5,Adzuna,found,False,2025-11-21T00:18:37.998731
5494918486,"Full Stack Developer Python & React, JavaScript - Bangalore",CognoVerse,"Gurgaon, Haryana","We are seeking a highly experienced and motivated Full Stack Developer with 7 to 10 years of professional experience to join our team in Bangalore. The ideal candidate will be a senior technical leader with deep expertise across modern backend and frontend technologies, particularly in environments ",,,N/A,IT Jobs,2025-11-14T06:27:09Z,https://www.adzuna.in/land/ad/5494918486?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=61EDAFCAD55596423E5798DFFE7672AF9A282CBF,Adzuna,found,False,2025-11-21T00:18:37.998731
5493304422,Full Stack Developer – React / Python / Django,TEKNOSys,India,"Job Description Full Stack Developer – React / Python / Django Role Summary: We are seeking an experienced and highly skilled Full-Stack Developer with expertise in React, Python, and Django to join our core product development team . As a key member of our small, dynamic team, you will be instrumen",,,permanent,IT Jobs,2025-11-13T16:30:31Z,https://www.adzuna.in/land/ad/5493304422?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=EF46CBA9551F5637605143039AABA229A76F8A36,Adzuna,found,False,2025-11-21T00:18:37.998731
5493213733,Python Fullstack - Hyderabad/Bangalolre - Fulltime,Talent Worx,India,"We are seeking a skilled and experienced Python Full Stack Developer to join our team. The ideal candidate will have a strong background in developing scalable backend systems and dynamic front-end interfaces, along with hands-on experience in cloud-native development and deployment practices. This ",,,N/A,IT Jobs,2025-11-13T13:59:44Z,https://www.adzuna.in/details/5493213733?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5493213534,Full Stack Developer,Talent Worx,India,"Skills – HTML, JS, CSS, React/Angular/Vue &amp; C#/ Python, Node.js, Sql. Role – Full Stack Developer Location – Gurugram , Bangalore Shift timing – 12 pm to 09:30 pm Work Mode – WFO (Hybrid)  Overall Exp – 3 to 10 years’ experience in Front End development.  Hands on experience on core tech stack",,,N/A,IT Jobs,2025-11-13T13:59:42Z,https://www.adzuna.in/details/5493213534?utm_medium=api&utm_source=31d4fa12,Adzuna,found,False,2025-11-21T00:18:37.998731
5493112617,Full Stack Python Developer,LTIMindtree,"Pune, Maharashtra","Job Description Skill: Full Stack Python Developer Exp : 5-11 Years Job Location: Bangalore, Hyderabad , Chennai, Mumbai , Pune. Notice Period- Max 30 Days Interested can share the cv at ranjana.singh1@ltimindtree.com Job Summary We are seeking a versatile and skilled Full Stack Software Developer w",,,N/A,IT Jobs,2025-11-13T11:11:20Z,https://www.adzuna.in/land/ad/5493112617?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=E22F3C70BC5FCEF9F82E765D93C34A304B14434D,Adzuna,found,False,2025-11-21T00:18:37.998731
5493112344,Full Stack Engineer,Reqpedia,India,"Job Title: Java Full Stack Developer (ReactJS  Python) Experience: 4–6 years Employment Type: Full-time About the Role We are seeking an experienced Full Stack Developer with strong expertise in Java , ReactJS , and Python to join our dynamic development team. The ideal candidate will be responsible",,,N/A,IT Jobs,2025-11-13T11:10:54Z,https://www.adzuna.in/land/ad/5493112344?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=BD05B29C170B413E5D4FE8F48F50B0AFD456E5B2,Adzuna,found,False,2025-11-21T00:18:37.998731
5493112347,Senior Python Full-Stack Developer,Luxoft,"Bangalore, Karnataka","Office Address: Innovation Building (10th floor) - - INNOVATOR BUILDING, L10, ITPB, WHITEFIELD, BENGALURU- 560066, KARNATAKA,INDIA Project Description: Luxoft has been asked to contract a Developer in support of a number of customer initiatives. The primary objective is to develop based on client re",,,N/A,IT Jobs,2025-11-13T11:10:54Z,https://www.adzuna.in/land/ad/5493112347?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=73C8D23DB397F9AC0FE08D02126BF5E72E6F217C,Adzuna,found,False,2025-11-21T00:18:37.998731
5492821664,Sr Associate Software Engineer,Amgen,"Hyderabad, Telangana","Join Amgen's Mission of Serving Patients At Amgen, if you feel like you're part of something bigger, it's because you are. Our shared mission-to serve patients living with serious illnesses-drives all that we do. Since 1980, we've helped pioneer the world of biotech in our fight against the world's ",,,N/A,IT Jobs,2025-11-13T04:11:09Z,https://www.adzuna.in/land/ad/5492821664?se=miXZhUHG8BGp_ugtJPcTTg&utm_medium=api&utm_source=31d4fa12&v=00663448BDF46450907AE1C41F307189A00BA2FA,Adzuna,found,False,2025-11-21T00:18:37.998731
